NewCreditCustomer,VerificationType,LanguageCode,Age,Gender,Country,Amount,Interest,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,EmploymentPosition,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,Defaulted
1,4.0,9,36,0.0,3,9350.0,28.0,60,0.0,1,5.0,3.0,0,3.0,0,,0,15.0,1.0,936.0,0.0,0.0,0,0,0,0.0,936.0,5,195.0,1,40.71,450.0,0.0,0.0,0.0,0.0,1
1,1.0,6,56,1.0,1,1140.0,57.95,60,627.88,2,5.0,3.0,1,4.0,0,,5,1.0,8.0,4500.0,0.0,0.0,0,0,0,0.0,4500.0,2,1801.0,0,13.95,2071.12,0.0,0.0,0.0,0.0,1
1,4.0,6,47,0.0,1,3000.0,25.0,36,0.0,6,5.0,3.0,0,4.0,0,,5,1.0,2.0,2000.0,0.0,0.0,0,0,0,290.0,2290.0,5,749.0,0,31.75,1422.0,0.0,0.0,0.0,0.0,1
1,4.0,1,46,0.0,0,500.0,26.0,12,129.69129099251387,2,5.0,4.0,0,3.0,3,,4,8.0,8.0,1581.0,0.0,0.0,0,0,0,0.0,1581.0,10,1214.0,0,48.13,319.0,0.0,0.0,0.0,0.0,0
1,4.0,1,61,1.0,0,1180.0,20.0,24,129.69129099251387,2,5.0,1.0,0,3.0,0,,5,18.0,1.0,1030.0,0.0,0.0,0,0,0,0.0,1030.0,2,545.0,1,5.83,425.0,0.0,0.0,0.0,0.0,0
1,3.0,1,48,0.0,0,2000.0,16.79,60,55.41,2,4.0,2.0,0,3.0,0,,5,17.0,8.0,720.0,160.0,0.0,0,0,0,0.0,880.0,3,559.0,0,21.07,265.59,0.0,0.0,0.0,0.0,1
1,3.0,1,25,1.0,0,1500.0,31.0,60,53.83,4,4.0,3.0,1,3.0,2,,3,12.0,1.0,600.0,0.0,0.0,0,0,0,0.0,600.0,3,316.0,1,14.3,264.17,0.0,0.0,0.0,0.0,0
1,4.0,1,31,0.0,0,3000.0,31.0,60,112.66,7,3.0,2.0,1,3.0,2,,0,6.0,9.0,400.0,227.0,0.0,34,0,0,0.0,661.0,3,440.0,0,27.18,108.34,0.0,0.0,0.0,0.0,0
1,3.0,4,37,0.0,2,4500.0,23.03,48,159.31,2,4.0,1.0,4,3.0,0,,0,10.0,8.0,1900.0,0.0,0.0,0,0,0,0.0,1900.0,2,1070.0,0,8.38,670.69,0.0,0.0,0.0,0.0,0
1,3.0,4,22,1.0,2,3400.0,31.0,24,201.78,0,3.0,3.0,0,3.0,5,,2,9.0,4.0,1700.0,0.0,0.0,0,0,0,0.0,1700.0,7,1300.0,5,33.63,618.22,0.0,0.0,0.0,0.0,1
0,4.0,1,43,1.0,0,740.0,17.01,36,27.98,5,4.0,2.0,0,3.0,4,,1,7.0,1.0,515.0,0.0,0.0,0,0,0,0.0,515.0,3,420.34,0,38.51,66.68,1060.0,129.58,0.0,0.0,1
1,4.0,6,30,0.0,1,1335.0,40.4,60,63.53,8,3.0,3.0,0,3.0,2,,4,1.0,2.0,1100.0,0.0,0.0,0,0,0,0.0,1100.0,1,350.0,0,5.78,686.47,0.0,0.0,1000.0,2.0,1
1,4.0,1,53,1.0,0,750.0,28.0,12,129.69129099251387,0,4.0,1.0,1,3.0,0,,3,7.0,1.0,575.0,0.0,0.0,0,0,0,19.0,594.0,4,261.0,0,49.83,261.0,0.0,0.0,0.0,0.0,0
1,4.0,1,25,0.0,0,1400.0,20.0,12,129.69129099251387,0,4.0,1.0,1,3.0,2,,2,3.0,7.0,712.0,0.0,0.0,0,0,0,0.0,712.0,2,210.0,0,43.82,372.0,0.0,0.0,0.0,0.0,0
0,3.0,1,24,0.0,0,2125.0,33.97,36,99.49,2,4.0,3.0,0,3.0,3,,2,9.0,3.0,550.0,0.0,0.0,0,0,0,0.0,550.0,2,296.76,0,26.59,153.75,1000.0,529.42,12200.0,4.0,0
1,3.0,6,25,0.0,1,780.0,31.12,60,147.89,4,3.0,3.0,0,3.0,5,,3,7.0,2.0,1300.0,0.0,0.0,0,0,0,0.0,1300.0,2,660.0,0,32.15,492.11,0.0,0.0,1115.0,1.0,0
1,1.0,4,41,0.0,2,3000.0,39.8,60,125.86,2,5.0,1.0,4,4.0,0,,1,6.0,1.0,5000.0,0.0,0.0,0,0,153,2000.0,6300.0520000002,2,2895.0,0,1.76,3898.0,0.0,0.0,0.0,0.0,0
1,4.0,1,41,1.0,0,6500.0,28.0,24,129.69129099251387,0,4.0,1.0,1,3.0,0,,1,1.0,1.0,1926.0,0.0,0.0,0,0,0,19.0,1945.0,14,864.0,5,21.03,978.0,0.0,0.0,0.0,0.0,0
1,4.0,6,45,2.0,1,10000.0,28.0,60,0.0,7,4.0,3.0,0,6.0,0,,0,1.0,1.0,0.0,2447.0,0.0,0,0,0,0.0,2447.0,7,325.0,1,12.71,1811.0,0.0,0.0,0.0,0.0,1
1,3.0,6,51,0.0,1,2600.0,40.4,48,118.65,2,3.0,1.0,3,3.0,0,,5,11.0,1.0,2100.0,0.0,0.0,0,0,0,0.0,2100.0,4,1076.0,0,26.89,905.35,0.0,0.0,0.0,0.0,0
0,3.0,4,33,0.0,2,5845.0,35.16,36,284.41,0,3.0,1.0,5,3.0,0,,0,9.0,3.0,1502.0,0.0,200.0,0,0,0,0.0,1702.0,9,1844.32,3,64.5,4.27,3190.0,1039.76,0.0,0.0,1
0,1.0,1,44,1.0,0,500.0,38.0,60,20.17,2,4.0,3.0,3,3.0,4,,5,12.0,8.0,900.0,0.0,0.0,0,0,0,0.0,900.0,3,621.5,0,2.24,289.83,500.0,100.33,0.0,0.0,1
1,1.0,1,48,0.0,0,3000.0,48.22,60,143.07,2,4.0,2.0,1,3.0,4,,5,1.0,3.0,740.0,0.0,0.0,0,0,0,0.0,740.0,2,400.0,0,39.6,196.93,0.0,0.0,0.0,0.0,0
1,1.0,4,32,0.0,2,2125.0,49.96,12,235.66,7,4.0,2.0,0,3.0,0,,0,10.0,4.0,2200.0,0.0,0.0,0,0,0,0.0,2200.0,2,860.0,0,19.8,1104.34,0.0,0.0,0.0,0.0,1
1,1.0,4,28,0.0,2,500.0,25.97,36,21.81,6,5.0,3.0,0,5.0,1,,3,6.0,3.0,3000.0,0.0,0.0,0,0,0,0.0,3000.0,2,1150.0,0,9.06,1828.19,0.0,0.0,0.0,0.0,1
1,1.0,6,26,0.0,1,1500.0,40.4,60,63.53,2,3.0,3.0,0,3.0,4,,3,6.0,2.0,1528.0,0.0,0.0,0,0,0,0.0,1528.0,1,458.0,0,4.16,1006.47,0.0,0.0,0.0,0.0,0
1,1.0,6,51,2.0,1,530.0,67.9,12,63.81,5,3.0,1.0,1,4.0,0,,1,10.0,8.0,1500.0,0.0,0.0,0,1600,0,0.0,3100.0,12,2172.0,0,29.54,864.19,0.0,0.0,0.0,0.0,1
1,4.0,1,38,0.0,0,2125.0,14.97,48,66.19,3,4.0,2.0,3,5.0,4,,0,3.0,8.0,1058.0,0.0,0.0,0,0,0,0.0,1058.0,4,1096.0,1,41.32,3.81,0.0,0.0,0.0,0.0,0
0,1.0,1,40,1.0,0,3190.0,33.26,60,111.51,3,4.0,3.0,0,3.0,0,,1,1.0,1.0,2000.0,0.0,0.0,0,0,0,0.0,2000.0,3,899.22,0,10.54,989.27,3190.0,369.0,0.0,0.0,1
1,4.0,3,57,0.0,0,6000.0,20.0,60,0.0,0,3.0,5.0,0,3.0,0,,5,3.0,1.0,550.0,0.0,0.0,0,0,0,350.0,900.0,12,506.0,5,21.89,526.0,0.0,0.0,0.0,0.0,1
1,1.0,1,50,0.0,0,1595.0,44.92,60,70.57,2,4.0,2.0,3,3.0,0,,5,15.0,1.0,850.0,0.0,0.0,0,0,0,0.0,850.0,1,255.0,0,8.3,524.43,0.0,0.0,0.0,0.0,1
1,4.0,1,35,1.0,0,4250.0,50.62,60,199.63,2,4.0,4.0,4,6.0,0,,5,1.0,1.0,0.0,237.0,190.0,54,342,0,0.0,823.0,4,407.0,0,29.72,216.37,0.0,0.0,0.0,0.0,1
1,1.0,1,26,1.0,0,530.0,37.09,18,39.98,2,4.0,2.0,1,3.0,3,,0,1.0,3.0,750.0,0.0,50.0,0,0,195,0.0,995.0,2,698.0,0,44.22,257.02,0.0,0.0,0.0,0.0,0
1,4.0,1,36,0.0,0,1000.0,27.93,9,127.77,0,4.0,4.0,1,3.0,3,,0,3.0,4.0,2035.0,0.0,45.0,0,0,0,0.0,2080.0,10,2171.0,1,55.28,306.23,0.0,0.0,2500.0,1.0,0
1,1.0,1,23,0.0,0,1060.0,34.23,12,107.86,6,3.0,3.0,0,3.0,5,,2,3.0,2.0,700.0,0.0,0.0,0,0,0,150.0,850.0,2,375.0,0,26.81,367.14,0.0,0.0,0.0,0.0,0
1,1.0,1,32,0.0,0,600.0,34.0,36,28.55,7,4.0,3.0,0,3.0,0,,0,7.0,3.0,1100.0,0.0,0.0,0,0,0,0.0,1100.0,2,460.0,0,14.41,611.45,0.0,0.0,0.0,0.0,0
1,1.0,6,47,0.0,1,500.0,27.66,12,49.84,2,4.0,1.0,4,4.0,0,,5,5.0,4.0,1500.0,0.0,0.0,0,0,0,0.0,1500.0,1,450.0,0,3.32,1000.16,0.0,0.0,0.0,0.0,0
1,1.0,1,22,0.0,0,530.0,35.33,36,25.84,2,4.0,3.0,0,3.0,2,,4,8.0,2.0,1100.0,0.0,0.0,0,0,0,0.0,1100.0,2,473.0,0,15.35,601.16,0.0,0.0,0.0,0.0,1
1,1.0,4,29,0.0,2,2000.0,22.69,60,62.69,3,3.0,1.0,0,5.0,2,,3,1.0,1.0,2000.0,0.0,0.0,0,0,0,0.0,2000.0,2,850.0,0,15.63,1087.31,0.0,0.0,0.0,0.0,1
1,1.0,6,21,2.0,1,1590.0,84.08,24,144.01,4,3.0,3.0,1,2.0,3,,2,9.0,2.0,600.0,0.0,0.0,0,0,150,60.0,810.0,1,350.0,0,17.78,315.99,0.0,0.0,0.0,0.0,0
1,4.0,1,34,0.0,0,1000.0,28.0,36,129.69129099251387,5,4.0,3.0,1,3.0,2,,4,6.0,4.0,1760.0,0.0,0.0,0,0,0,0.0,1760.0,9,585.0,0,7.67,1134.0,0.0,0.0,0.0,0.0,0
0,1.0,1,40,0.0,0,2000.0,17.12,60,54.16,7,4.0,2.0,4,3.0,4,,0,14.0,1.0,1900.0,0.0,0.0,0,0,0,0.0,1900.0,8,1357.05,0,27.54,488.79,2700.0,1858.56,0.0,0.0,0
1,1.0,6,32,0.0,1,5315.0,74.49,60,356.78,0,5.0,3.0,0,3.0,2,,0,1.0,2.0,1590.0,0.0,0.0,0,0,0,0.0,1590.0,6,1181.0,0,66.72,52.22,0.0,0.0,0.0,0.0,1
1,3.0,6,26,2.0,1,890.0,175.18,36,159.42,7,4.0,3.0,0,3.0,3,,0,1.0,3.0,860.0,0.0,0.0,0,0,0,0.0,860.0,5,700.28,0,59.27,0.3,0.0,0.0,0.0,0.0,0
1,3.0,1,26,1.0,0,1060.0,49.29,60,50.11,2,3.0,2.0,1,3.0,2,,0,7.0,1.0,700.0,0.0,45.0,0,0,0,0.0,745.0,1,250.0,0,6.73,444.89,0.0,0.0,0.0,0.0,0
1,3.0,4,68,0.0,2,3000.0,31.0,36,0.0,2,4.0,1.0,0,6.0,5,,5,1.0,1.0,0.0,1543.0,0.0,0,0,0,0.0,1543.0,3,773.0,0,14.19,641.0,0.0,0.0,0.0,0.0,0
1,4.0,1,39,0.0,0,1000.0,28.0,12,129.69129099251387,1,3.0,2.0,0,3.0,0,,0,6.0,8.0,1473.0,0.0,0.0,0,0,0,0.0,1473.0,7,534.0,0,24.64,842.0,0.0,0.0,0.0,0.0,0
0,3.0,4,52,0.0,2,8000.0,21.76,60,246.52,2,2.0,1.0,0,3.0,0,,5,8.0,1.0,2130.0,0.0,0.0,0,0,0,0.0,2130.0,3,1010.85,0,14.24,872.63,2000.0,160.94,5000.0,1.0,1
1,1.0,6,34,0.0,1,500.0,35.0,60,19.62,4,4.0,3.0,0,6.0,2,,2,1.0,1.0,0.0,279.0,0.0,0,0,0,400.0,679.0,1,350.0,0,2.89,309.38,0.0,0.0,0.0,0.0,1
1,1.0,1,35,1.0,0,500.0,35.0,18,129.69129099251387,2,3.0,2.0,0,3.0,1,,3,17.0,1.0,350.0,0.0,0.0,0,0,0,0.0,350.0,2,280.0,0,18.86,33.9,0.0,0.0,0.0,0.0,0
0,1.0,1,41,1.0,0,6910.0,27.22,60,234.94,7,4.0,3.0,1,3.0,3,,1,9.0,3.0,1500.0,0.0,50.0,0,0,150,250.0,1950.0,7,1391.66,0,53.42,323.4,11060.0,9451.81,6500.0,1.0,1
0,3.0,1,56,1.0,0,3720.0,26.27,60,124.38,2,4.0,4.0,0,3.0,2,,5,1.0,1.0,1783.0,0.0,0.0,0,0,0,0.0,1783.0,3,1655.6,0,25.8,3.02,6890.0,1163.89,0.0,0.0,0
0,1.0,1,42,1.0,0,1590.0,24.95,36,68.47,7,5.0,2.0,1,3.0,6,,0,16.0,1.0,834.0,0.0,50.0,0,0,0,0.0,884.0,7,536.28,0,38.43,279.25,6875.0,2761.19,0.0,0.0,1
1,3.0,4,48,0.0,2,2805.0,31.0,60,107.66,7,4.0,1.0,3,3.0,0,,1,7.0,1.0,2550.0,0.0,210.0,0,0,0,0.0,2760.0,5,1828.0,0,28.54,824.34,0.0,0.0,0.0,0.0,1
1,3.0,1,34,1.0,0,2700.0,24.99,48,98.5,0,5.0,4.0,1,2.0,6,,1,16.0,1.0,493.0,0.0,45.0,0,0,0,0.0,538.0,4,460.0,1,19.24,4.5,0.0,0.0,4700.0,2.0,0
1,3.0,4,36,0.0,2,2125.0,38.5,60,84.84,2,3.0,1.0,1,3.0,0,,1,1.0,1.0,2173.0,0.0,96.0,0,0,0,0.0,2269.0,9,2041.0,0,50.06,143.16,0.0,0.0,0.0,0.0,0
1,4.0,3,36,0.0,0,10630.0,23.54,60,326.01,2,3.0,3.0,0,3.0,2,,0,7.0,2.0,2000.0,0.0,0.0,0,0,0,0.0,2000.0,1,600.0,0,16.3,1073.99,0.0,0.0,0.0,0.0,1
1,4.0,2,38,1.0,1,2125.0,68.28,48,134.64,7,5.0,1.0,0,3.0,3,,1,14.0,4.0,670.0,0.0,0.0,0,0,0,0.0,670.0,2,561.0,1,20.1,4.36,0.0,0.0,0.0,0.0,1
1,1.0,6,39,0.0,1,500.0,34.0,36,0.0,2,4.0,3.0,0,4.0,3,,1,1.0,2.0,1800.0,0.0,0.0,0,0,0,0.0,1800.0,2,600.0,0,4.56,1178.0,0.0,0.0,0.0,0.0,1
1,3.0,6,38,1.0,1,1150.0,73.73,36,400.98,5,2.0,3.0,3,3.0,3,,3,9.0,1.0,1400.0,0.0,0.0,0,0,0,0.0,1400.0,1,420.0,0,28.64,579.02,0.0,0.0,0.0,0.0,1
1,4.0,3,33,0.0,0,1500.0,28.0,24,129.69129099251387,2,3.0,3.0,0,3.0,0,,3,8.0,9.0,1052.0,0.0,0.0,0,0,0,0.0,1052.0,10,547.0,0,17.59,423.0,0.0,0.0,0.0,0.0,0
1,1.0,1,33,0.0,0,1060.0,34.92,60,41.09,7,3.0,1.0,1,3.0,2,,0,6.0,1.0,1000.0,0.0,200.0,0,0,0,150.0,1350.0,2,460.0,0,7.12,848.91,0.0,0.0,0.0,0.0,0
1,1.0,6,21,0.0,1,620.0,34.0,60,0.0,4,5.0,3.0,0,2.0,3,,2,19.0,2.0,900.0,0.0,0.0,0,0,0,300.0,1200.0,1,360.0,0,2.0,817.0,0.0,0.0,0.0,0.0,1
1,3.0,1,24,0.0,0,3600.0,35.0,48,129.69129099251387,6,4.0,3.0,0,3.0,0,,2,6.0,2.0,1230.0,0.0,0.0,0,0,0,0.0,1230.0,5,319.0,0,28.13,760.0,0.0,0.0,0.0,0.0,0
1,4.0,1,22,1.0,0,4000.0,34.25,60,153.38,4,4.0,3.0,0,3.0,1,,4,1.0,2.0,956.0,0.0,0.0,0,0,0,0.0,956.0,2,399.0,0,27.86,403.62,0.0,0.0,0.0,0.0,0
1,4.0,1,38,1.0,0,1500.0,28.0,36,0.0,2,4.0,3.0,1,3.0,0,,1,7.0,1.0,831.0,0.0,0.0,38,0,0,0.0,869.0,5,552.0,0,49.02,255.0,7300.0,734.24,0.0,0.0,1
1,1.0,4,25,0.0,2,3000.0,31.01,48,119.79,0,3.0,2.0,0,3.0,0,,3,6.0,4.0,2500.0,0.0,0.0,0,0,0,0.0,2500.0,3,1349.0,0,28.75,1031.21,0.0,0.0,0.0,0.0,0
1,1.0,1,54,1.0,0,700.0,34.0,60,0.0,6,4.0,4.0,1,3.0,0,,5,7.0,1.0,550.0,0.0,0.0,19,0,250,300.0,1119.0,4,577.0,0,10.37,517.6,0.0,0.0,0.0,0.0,0
1,4.0,4,44,0.0,2,5680.0,32.87,60,238.88,7,2.0,4.0,1,3.0,4,,1,6.0,4.0,1797.0,0.0,0.0,0,0,0,0.0,1797.0,1,539.0,0,13.29,1019.12,0.0,0.0,0.0,0.0,1
1,4.0,1,32,1.0,0,1500.0,28.0,24,129.69129099251387,0,5.0,1.0,4,5.0,2,,3,9.0,1.0,860.0,0.0,0.0,0,0,0,535.0,1395.0,10,1056.0,2,49.18,257.0,0.0,0.0,0.0,0.0,0
1,4.0,1,24,0.0,0,2000.0,26.0,12,196.89,7,3.0,3.0,0,3.0,2,,2,10.0,6.0,1180.0,0.0,0.0,0,0,0,0.0,1180.0,2,375.0,0,18.47,608.11,0.0,0.0,0.0,0.0,0
1,1.0,1,39,0.0,0,5315.0,27.22,60,180.71,2,4.0,1.0,3,3.0,3,,0,6.0,9.0,2500.0,0.0,0.0,0,0,0,0.0,2500.0,4,1387.0,0,26.31,932.29,0.0,0.0,0.0,0.0,0
1,3.0,6,69,0.0,1,3000.0,31.12,24,179.47,2,5.0,1.0,1,6.0,6,,5,1.0,1.0,0.0,1950.0,0.0,0,0,0,0.0,1950.0,2,855.0,0,23.05,915.53,0.0,0.0,0.0,0.0,1
1,1.0,6,36,2.0,1,1550.0,156.77,48,1213.72,2,5.0,3.0,0,3.0,0,,0,14.0,3.0,1500.0,0.0,0.0,0,0,0,250.0,1750.0,1,525.0,0,69.36,11.28,0.0,0.0,0.0,0.0,1
0,3.0,1,56,0.0,0,1900.0,31.0,36,87.24,0,4.0,3.0,0,3.0,3,,5,8.0,1.0,650.0,0.0,0.0,0,0,0,0.0,650.0,4,547.0,2,18.81,277.76,3100.0,3481.48,0.0,0.0,0
0,4.0,1,27,0.0,0,1500.0,47.12,48,74.91,0,5.0,3.0,0,3.0,5,,3,13.0,1.0,1598.0,0.0,0.0,0,0,0,0.0,1598.0,5,874.89,0,7.69,736.09,1600.0,507.58,0.0,0.0,0
1,1.0,3,21,1.0,0,530.0,33.6,36,25.33,7,4.0,3.0,0,3.0,3,,2,8.0,2.0,900.0,0.0,0.0,0,0,0,0.0,900.0,1,270.0,0,2.81,604.67,0.0,0.0,0.0,0.0,1
1,3.0,6,33,0.0,1,2265.0,31.0,60,0.0,6,3.0,3.0,0,3.0,0,,0,5.0,2.0,1325.0,0.0,0.0,0,0,0,0.0,1325.0,1,397.0,0,6.57,840.63,0.0,0.0,0.0,0.0,1
1,1.0,1,39,1.0,0,500.0,24.87,36,19.85,5,4.0,1.0,4,3.0,2,,0,1.0,2.0,480.0,0.0,250.0,0,0,0,0.0,730.0,1,250.0,0,2.72,460.15,0.0,0.0,0.0,0.0,1
1,3.0,3,54,1.0,0,8840.0,18.79,60,309.96,8,5.0,2.0,0,3.0,0,,5,7.0,1.0,980.0,0.0,0.0,0,0,0,0.0,980.0,1,294.0,0,31.63,376.04,0.0,0.0,0.0,0.0,1
1,1.0,1,23,1.0,0,900.0,37.0,12,129.69129099251387,8,4.0,1.0,0,3.0,3,,2,3.0,2.0,400.0,0.0,0.0,0,0,0,0.0,400.0,1,250.0,0,22.75,60.0,0.0,0.0,0.0,0.0,0
1,1.0,3,33,0.0,0,1805.0,34.17,24,110.86,2,1.0,3.0,0,3.0,2,,2,1.0,2.0,900.0,0.0,0.0,0,0,0,0.0,900.0,3,437.0,0,30.87,352.14,0.0,0.0,0.0,0.0,1
1,3.0,4,40,1.0,2,3240.0,27.98,60,290.14,6,5.0,1.0,1,3.0,4,,1,6.0,8.0,1900.0,0.0,95.0,0,0,0,0.0,1995.0,4,1198.0,0,27.07,506.86,0.0,0.0,0.0,0.0,1
1,2.0,6,30,0.0,1,1000.0,34.0,24,0.0,2,4.0,2.0,1,3.0,2,,1,1.0,3.0,1178.0,0.0,0.0,0,0,0,0.0,1178.0,1,700.0,0,5.18,417.0,0.0,0.0,0.0,0.0,1
1,3.0,2,27,2.0,1,3425.0,77.46,60,258.29,7,5.0,3.0,0,3.0,2,,3,9.0,3.0,947.0,0.0,0.0,0,0,0,0.0,947.0,2,405.0,0,33.08,283.71,0.0,0.0,0.0,0.0,1
1,1.0,6,45,0.0,1,2030.0,40.4,60,127.05,7,1.0,4.0,0,3.0,2,,5,1.0,2.0,1000.0,0.0,0.0,0,0,0,0.0,1000.0,1,350.0,0,12.7,522.95,0.0,0.0,0.0,0.0,1
1,3.0,4,28,1.0,2,4285.0,37.24,60,415.68,0,3.0,2.0,3,3.0,0,,3,9.0,8.0,1750.0,0.0,209.0,0,0,0,0.0,1959.0,5,1559.0,1,34.85,384.32,0.0,0.0,0.0,0.0,0
0,1.0,4,37,0.0,2,3550.0,31.35,60,213.46,2,3.0,1.0,4,3.0,3,,1,8.0,3.0,2450.0,0.0,0.0,0,0,0,0.0,2450.0,4,1279.4,0,30.93,957.14,5315.0,801.43,0.0,0.0,1
1,3.0,6,40,1.0,1,1840.0,57.09,36,161.23,2,3.0,1.0,3,3.0,2,,0,17.0,2.0,691.0,0.0,0.0,0,0,0,0.0,691.0,4,529.0,0,49.24,0.77,0.0,0.0,0.0,0.0,1
1,1.0,1,61,0.0,0,3185.0,18.52,12,303.41,3,4.0,5.0,0,3.0,0,,5,3.0,1.0,1000.0,0.0,0.0,0,0,0,0.0,1000.0,2,378.0,0,38.14,318.59,0.0,0.0,0.0,0.0,0
1,4.0,6,45,0.0,1,395.0,62.52,60,332.37,7,3.0,1.0,3,3.0,0,,5,8.0,3.0,1500.0,0.0,0.0,0,0,0,0.0,1500.0,3,528.0,0,27.36,639.63,0.0,0.0,0.0,0.0,1
0,4.0,6,40,0.0,1,1265.0,46.4,60,120.16,2,4.0,3.0,0,3.0,6,,1,6.0,2.0,1200.0,0.0,0.0,0,0,0,0.0,1200.0,6,811.95,0,47.68,267.89,4100.0,2907.64,0.0,0.0,0
1,4.0,1,23,0.0,0,500.0,31.0,60,17.94,8,2.0,3.0,0,3.0,4,,4,1.0,2.0,850.0,0.0,0.0,0,0,0,0.0,850.0,3,505.0,0,31.52,327.06,0.0,0.0,0.0,0.0,0
1,3.0,1,30,0.0,0,5000.0,23.81,60,159.95,7,4.0,2.0,0,3.0,5,,3,6.0,3.0,2500.0,0.0,0.0,0,0,0,0.0,2500.0,2,850.0,0,10.4,1490.05,0.0,0.0,0.0,0.0,1
1,4.0,1,26,0.0,0,3185.0,29.0,36,140.37,7,2.0,2.0,0,3.0,4,,2,6.0,2.0,700.0,0.0,0.0,0,0,0,0.0,700.0,4,517.0,0,48.62,42.63,0.0,0.0,0.0,0.0,1
1,3.0,4,38,0.0,2,2000.0,31.0,60,0.0,7,2.0,1.0,1,3.0,0,,1,1.0,1.0,1575.0,0.0,100.0,0,0,0,0.0,1675.0,2,1052.0,0,36.78,557.06,0.0,0.0,0.0,0.0,1
1,4.0,1,23,1.0,0,1000.0,28.0,24,0.0,0,2.0,2.0,4,3.0,2,,4,16.0,5.0,416.0,214.0,191.0,0,0,0,0.0,821.0,8,395.0,1,33.01,371.0,0.0,0.0,0.0,0.0,1
1,1.0,6,57,1.0,1,1000.0,31.12,36,46.4,2,3.0,5.0,0,3.0,0,,5,7.0,1.0,1100.0,300.0,0.0,0,0,0,0.0,1400.0,1,420.0,0,3.31,933.6,0.0,0.0,0.0,0.0,1
1,1.0,1,47,1.0,0,3185.0,25.55,60,101.42,7,4.0,1.0,3,5.0,2,,1,3.0,1.0,0.0,0.0,0.0,100,0,0,600.0,700.0,2,358.0,0,29.92,240.58,0.0,0.0,0.0,0.0,0
1,1.0,4,49,1.0,2,4290.0,31.43,60,152.19,0,5.0,2.0,1,6.0,3,,3,9.0,1.0,0.0,1100.0,96.0,0,0,0,0.0,1196.0,2,775.0,0,35.72,268.81,0.0,0.0,0.0,0.0,1
0,4.0,6,41,0.0,1,1500.0,22.0,18,0.0,3,5.0,1.0,1,3.0,0,,1,6.0,9.0,2018.0,0.0,0.0,0,0,0,0.0,2018.0,4,1526.0,0,18.19,393.0,1500.0,213.64,0.0,0.0,1
1,3.0,4,32,0.0,2,5000.0,23.03,60,157.7,2,3.0,1.0,4,3.0,0,,0,6.0,8.0,2000.0,0.0,340.0,0,0,0,0.0,2340.0,3,1006.0,0,13.32,1176.3,0.0,0.0,0.0,0.0,1
1,4.0,3,39,0.0,0,9500.0,30.0,60,129.69129099251387,7,3.0,1.0,3,3.0,0,,1,8.0,7.0,1250.0,0.0,0.0,0,0,0,0.0,1250.0,9,746.0,2,39.12,342.0,0.0,0.0,0.0,0.0,0
0,4.0,1,31,0.0,0,8240.0,16.0,60,0.0,2,5.0,3.0,0,3.0,6,,0,7.0,8.0,2600.0,0.0,0.0,0,0,0,0.0,2600.0,7,981.0,0,15.85,1376.0,3000.0,3357.9,0.0,0.0,0
0,3.0,1,27,0.0,0,2125.0,30.88,6,393.82,7,4.0,1.0,3,3.0,2,,3,1.0,3.0,1200.0,0.0,0.0,0,0,0,0.0,1200.0,6,692.66,0,60.54,113.52,5250.0,2469.84,0.0,0.0,1
1,3.0,4,39,0.0,2,4000.0,31.0,60,0.0,7,5.0,3.0,0,3.0,0,,0,13.0,1.0,2875.0,0.0,0.0,0,0,0,0.0,2875.0,2,1216.0,0,16.9,1527.12,0.0,0.0,0.0,0.0,0
1,3.0,1,34,0.0,0,2200.0,38.0,60,129.69129099251387,7,3.0,2.0,4,3.0,3,,1,3.0,1.0,700.0,0.0,685.0,0,0,0,0.0,1500.0,4,589.0,0,16.73,822.0,0.0,0.0,0.0,0.0,0
1,4.0,1,43,0.0,0,3000.0,43.53,60,133.37,7,4.0,1.0,4,3.0,4,,1,1.0,1.0,850.0,198.0,45.0,69,0,0,0.0,1162.0,13,1500.0,6,62.6,86.63,0.0,0.0,0.0,0.0,1
0,1.0,6,42,1.0,1,5315.0,52.3,36,312.91,7,4.0,3.0,0,4.0,0,,0,12.0,8.0,2600.0,0.0,0.0,0,0,0,0.0,2600.0,18,4024.0,9,60.34,1.09,1150.0,1599.13,0.0,0.0,0
1,4.0,6,25,2.0,1,1060.0,69.42,60,67.03,2,4.0,3.0,0,3.0,4,,3,6.0,2.0,1010.0,0.0,0.0,0,0,0,0.0,1010.0,8,997.36,1,64.64,7.1,0.0,0.0,0.0,0.0,0
0,1.0,1,56,1.0,0,3185.0,19.3,36,127.85,7,4.0,4.0,0,3.0,5,,5,7.0,1.0,650.0,0.0,0.0,0,0,0,0.0,650.0,5,496.89,0,57.65,25.26,5800.0,2887.69,0.0,0.0,0
